sentiment,tweet
neg,رحل سلى قبر رحل ععن فرق حزن حسر ذكر حكى بسم ثقر broken_heart leaf_fluttering_in_wind ribbon
neg,الل غفر red_heart
pos,عزز حجب لي نص شعر طلع خرع اسم قمط وضة smirking_face expressionless_face frowning_face
neg,سن لاح شهو بشر رخل توى index_pointing_upmedium-light_skin_tone smirking_face
neg,طلك الل وجه ابض سرق وحد عد سرق مول نزح anger_symbol skull neutral_face
neg,بوم اوك bomb
neg,يخي قعد تلي ليل حال broken_heart
neg,عد طير ريض خلص حفل smirking_face
neg,اسم قلووم
neg,مينفعش شهر لور دهي هبق بسط الل new_moon_face
neg,الل اعن عرض انا ال بار امة ام غلط حدا ركب عرس نقص نمي
neg,شاف حسن حرق disappointed_face
neg,دمم ريض مطر واح بقة loudly_crying_face
neg,هه هه loudly_crying_face
neg,هيذكر ارخ اني فضل بلط كلة حد مواليد دخل واد حضر معى انا مووستااءااء loudly_crying_face
neg,شاق لك
neg,رجل قرب طئر قلق قرن اضي عبر عرق طئر ؤشر سلم خار مدن
neg,شاء الل يرب loudly_crying_face growing_heart
neg,ياز فحل تهج
neg,ريض zipper-mouth_face
neg,رحم يلل موت تكد حية لي بدن خسر crying_face
neg,عدن مشتاقيتله zaater broken_heart
neg,بطل وثق بحد unamused_face
neg,يا ليل قربل ساف تعب انآ يا ليل روح وجه يا ليل ادر مرى عان ذمة
neg,ناس ال تقل عيز نصل قرب ربن عش موت بيج فجأ طيب عنى انت جاي صلى خلص ايم
neg,عنى كره اشل لان مر new_moon_face
neg,صبح خير broken_heart person_shrugging
neg,كئب اجب شفى عفى crying_face broken_heart
neg,منى شكل broken_heart
neg,عظم انت broken_heart
neg,طل ود خب
neg,هذر هذر حر سخن غرد face_with_tears_of_joy face_with_medical_mask
neg,كثر قطع ضحك هالفتر هه loudly_crying_face
neg,راز فهي loudly_crying_face
neg,ابا ال loudly_crying_face
neg,ريكش وحد ال حمس ديز مايبالغ اجن حبا شخص loudly_crying_face
neg,حدى قدر حلى لغز نتج عدل طلع لحظ حل صحح thinking_face backhand_index_pointing_down
neg,شفت عيل انا سوي اشف غرد ذي نتم حفل خرج ميز افه انع new_moon_face
neg,زوج سيئ اقل زوج تزج طلق أدب زوج اقل زوج عش عيل woman_with_headscarflight_skin_tone skull
neg,غيم مطر صبح مسا كئب
neg,حلق ثلث شوط ثني شوق frog
neg,نظر ظير ظير sleepy_face
neg,دنا زئل انا ال broken_heart
neg,شوك هدلع عنى new_moon_face
neg,حيل شعر وصف فصل جمل غنء كفي لفا غنى اغن لك
neg,باي astonished_face
neg,افي صبح خير new_moon_face
neg,عنى فرق ضيم sleeping_face
neg,disappointed_face
neg,حبا عرف عيب كبر انا عرفش سأل حد انا علا بال إسأل نتا بلش دخل تقل نتا ألش لاه raised_hand
neg,خلة عيش طول حي معى شهد حسن سير سلك عش موت ماش هتك جرد حبر ورق raised_hand
neg,موب new_moon_face
neg,تبع لفا slightly_frowning_face
neg,فتر غيب عذر جمع ظرف دعو sleeping_face rose
neg,الل سطر loudly_crying_face
neg,صبح broken_heart
neg,ونا حتر قلب الن ناس قدم ونا ورا
neg,رقب لحظ grimacing_face
neg,شهد جهز تنع جمع واع شهد تفق تمز تحس لوح عبر pushpin
neg,دنا بنى تعب broken_heart
neg,الل سمح يا ضيء face_with_medical_mask
neg,وحد طيف ضبط مان حكم قنطر بصل ضرب ملي روس شحن وزى
neg,بشر فتح see-no-evil_monkey
neg,قرب وسا طمأ نكى تلم broken_heart
neg,توفر بق بدل جاد ربرب لي مو توفر قفل نوم sleepy_face
neg,فكر فرض رسم تجر مرفووض عذر نهم ارد نفر ثمر شرد فكر فرض رفع رسم thinking_face
neg,صبح نور توتر expressionless_face
neg,ونا فتش تيب تري انتولغيتو flushed_face
pos,رعي خوى خفف بكى شوق رؤى صل سلم fire love_letter love_letter
neg,ليق تيت الل pensive_face pensive_face
neg,فار عهد خلل rat astonished_face
neg,مسا ضرب صوت رعب ورب بر كنه بر حوش حق بيت ورب قلب داق anxious_face_with_sweat
neg,يل دخل ياخ نتو حلو حل loudly_crying_face heart_suit
neg,بدى خلص لاه دهي احن هنخلص ثني crying_face new_moon_face person_facepalminglight_skin_tone‍male_sign️
neg,عمل لسئ خدم حرم حشر الل هالمواقف شاف ربى جات بيت
neg,خطر بتت loudly_crying_face
neg,عرف انا صدم كنت حسا شغل حلو neutral_face
neg,شكل اشي grimacing_face
neg,رب broken_heart
neg,سئم عيش خبث مكر ونا قذر زبل ارخ raised_hand
neg,شعر وجع مزق قلب گل ليل اذى گثر broken_heart
neg,مرة وحد red_heart broken_heart
neg,ذي face_without_mouth
neg,شف face_screaming_in_fear
neg,فاق درس سهل خبر weary_face
neg,هه ذكر broken_heart
neg,رأة يقظ فجر صلى عجن خبز حضر فطر زوج رفق باب دعا كوكب نجد thinking_face
neg,عم جمع طلبتج ابا بدن خبر عمي دكتور كفى تر كفى هز رجل broken_heart
neg,فم خلة smirking_face
neg,سمع جيت روح دير loudly_crying_face
neg,ناس طيب اوي اوي لاه فضح see-no-evil_monkey
neg,دور تشف سحب سنى ابي سوق هون مال خلق مشاوير broken_heart
neg,صبح فل يسم see-no-evil_monkey smiling_face_with_heart-eyes face_with_tears_of_joy woman_dancing woman_dancing
neg,new_moon_face
neg,كف ابي مطر اشف loudly_crying_face
neg,جمهور بعثر كسر يما عط اخذ حاج يما فا قصر يما جرح
neg,طفل معى جيش افش بدع pouting_face
neg,انا اقل نتا new_moon_face
neg,ليش حسا كسو جند شيم نوى شي حيل frowning_face
neg,كثيير الل crying_face
neg,الل سمح قسم زيء كنت كوس expressionless_face
neg,صلى الل وآل اني صيت فطم ابن شيء امر تلق نفذ broken_heart
neg,لاف جيب قرب flushed_face
neg,وفق ابد طلل شي عجب قدر ماش عرف خطر لك هكذ
neg,اب رجل حية فت سأل فت رجل ابي broken_heart
neg,خبث نجح كثر نقى بغى قتل ضعف ركن قلب
neg,هتمو حر grimacing_face
neg,انا كره كوبو لان مر خلى كري بكى حبا لسل ايب loudly_crying_face
neg,لهى عيب angry_face
neg,طلع شمس صوت سعف تفو وسع طرق يا جدع معى طن يمو broken_heart pensive_face
neg,ناه ناه دو نفر beaming_face_with_smiling_eyes
neg,فني جوخ فائل شبب اخر ضرب نار وضع خيف رعب عزز ماج broken_heart
neg,نقل يرب ماتقصر تعض تعب loudly_crying_face
neg,كف اشف حدا حاط غني لان ويع face_with_medical_mask
neg,كربلاء انا حسا دار broken_heart
neg,الل فخر لند smirking_face
neg,تحد تاج بطل دور تحد هدد هبط دهر دار حزن
neg,وغد لي يدو ابو حد جنب سمع ابو بسي loudly_crying_face loudly_crying_face loudly_crying_face
neg,مسا انا حلق جزل حق حلق بنف بي ريح مب دفع لك كاش new_moon_face
neg,قدم سؤل عرب عمر أخر عقل حكم عقل حكم اسس جلا زحف
neg,مان رون slightly_frowning_face
neg,يتن نمى ابي اشف broken_heart
neg,قلب broken_heart
neg,سبح جلى قدر broken_heart
neg,طب طلعول بطق تمو بقل روح اعل اعل روح كنا لسط face_with_tears_of_joy face_with_tears_of_joy raised_hand
neg,لنا الل broken_heart
pos,ناس طبع صدق تقل احن قرب احن اخو لخا ثنء طبع وبر جونيور fire new_moon_face
neg,قدم تحد عطى ملا pensive_face
neg,حاج لي حي ديت ولل انا downcast_face_with_sweat
neg,انا حاج neutral_face
neg,سمع angry_face
neg,تغل غزل winking_face face_with_tears_of_joy face_with_tears_of_joy
neg,سؤل قاع أفراح ليل زوج حرم طال الذ وطب رجل اعند ال قهي شاه thinking_face
neg,صبح خير broken_heart
neg,pouting_face pouting_face pouting_face
neg,صدق حدث كثر فكر بك كثر مماتتصور broken_heart
neg,نبي وير شوي نشر loudly_crying_face
neg,ﻣﻦ ﻳﺤﺒﻚ ﻳﺴﺘﺤﻖ ﻗﻠبﻚ ﻭﻣﻦ ﻟﻴﺲ ﻋﻨﺪﻩ ﺍﻣﻞ ﻓﻴﻚ ﻳﺴﺘﺤﻖ ﻭﻋﺪﻙ ﻳﺸﻌﺮ ﺑﻚ ﻳﺴﺘﺤﻖ ﺩﻣﻌﻚ
neg,شي فهم عفس عيل ديمقراطي عنى شعب لي احل حرم smirking_face
neg,ناس لي زي بقة نفر شوي قرض sad_but_relieved_face
neg,ثبت broken_heart
neg,وني بدأ لكم زعماء مااقول ال الل خبط زور الل ستر لي جاي thinking_face
neg,حدا يقل ختم واد ونا ختم سؤل كتب new_moon_face
neg,نتا لي رحتش smirking_face
neg,طيب مب grimacing_face
neg,صدق لوم عيل ايبغ تزج وحد جمع رتب عش مشاريع زمن وجى زوج قدم هذي شفط شي face_without_mouth
neg,قلة نطق انا اشف صنم ضيق حرق شعر حمد جلة broken_heart
neg,فز نوم صاح اقل دخييل الل loudly_crying_face
neg,جاء بال طول loudly_crying_face
neg,شن سلف شوى صرة كور همن loudly_crying_face
neg,حآل آنهآ قرر مسح رسآئلهآ صورهآ عثر عينيهآ صور ثآلث وقع حبهآ مرة red_heart broken_heart
neg,مان دا face_screaming_in_fear
neg,ززل loudly_crying_face
neg,بوب ظهر جسم انق دعى قلق لسم وزن زئد حقب watch dress snowman_without_snow cactus
neg,لك الل pensive_face pensive_face pensive_face
neg,رهب خبر وشى حل سعد صيح خلص ذكر دئم اسة ذكر انا رتح انة loudly_crying_face
neg,حرم انا قيل انتخ بيت crying_face face_with_tears_of_joy
neg,كنت ترى ذكر wilted_flower
neg,كوى ابد نسى سأل حب ام وجع broken_heart
neg,نوه اخو عظم سخر توت سخر حال حرم شعب وحد تبع جيد
neg,حلق هجر check_mark collision
neg,بحث نصب اقى اعن سرع قذف امن رضى سكر ضغط جمع قدر cucumber person_running male_sign collision collision thumbs_up flexed_bicepslight_skin_tone
neg,يلل واف broken_heart
neg,وين هيب صول جول ببا ببا جا عبد ولخ خرت سجد عبد خلق unamused_face
neg,الل سحق pouting_face
neg,يلف شوي unamused_face
neg,نتا هوى نسب لي broken_heart
neg,عنى سيس فهم ضوء وحد ماش وقت pouting_face
neg,نتا ترح مان هيفضل broken_heart
neg,حكل لتر كثر قول حجة الل حفظ new_moon_face
neg,زعل لاه smirking_face
neg,رأس سخن فرغ face_with_steam_from_nose
neg,خان دار خرد اصل خرد خلص نص شهر unamused_face disappointed_face
neg,هدف سلم حلو امن فيد smirking_face
neg,قرض عمد عد فرق كتب لحظ disappointed_face
neg,ترى الل شعر نكت new_moon_face
neg,طيب بكى see-no-evil_monkey
neg,ركز هالمر unamused_face
neg,يم صور رفج تحجب neutral_face
neg,هجر حترجع بكر حضل وحد
neg,رئس جلس عسكر سود جدد اسم عبدالفتاح اخا سود برك الل فتح face_without_mouth
neg,حب هلك وطن قلب broken_heart
neg,صبح دخل بقى نتا جئز ترح face_with_head-bandage neutral_face loudly_crying_face loudly_crying_face weary_face
neg,ذكر الل unamused_face
neg,صل سلم seedling sleeping_face
neg,اله فطم ابي بعل سر ودع ضاق صدر بما رحب نقم ظلم broken_heart
neg,الل disappointed_face
neg,حكى ايم حلو شال عني بلك broken_heart
neg,حاس خسر broken_heart
neg,تعش حدث نكت ايم بلاكبيري
neg,دعم دعم تسف flushed_face
neg,واع زعل زعل محد عنى زعل غبن يهو تر زعل درو عني راض face_with_rolling_eyes worried_face cat_with_tears_of_joy
neg,تمم سعد فوز اتا الل الل طيف خبر wilted_flower growing_heart
neg,تعب شيء تعب شيء قل حمد دئم وبد broken_heart
neg,بدن زعل قول صف شهر تكبر smiling_face_with_sunglasses smirking_face smiling_face_with_smiling_eyes face_with_steam_from_nose smiling_face_with_halo smiling_cat_with_heart-eyes angry_face face_with_rolling_eyes
neg,ترى دنا رضا هشم raised_hand
neg,رحم موت غسل قبر غسل ارض مطر نسم رحم يلل ابة امة broken_heart
neg,روم نزل هدف ندر عود صبه ارك شجع روم هدف برم سهل درج
neg,خلو رلم smirking_face
neg,مو اذن ندء ناس صحا صله ذكر وقت ومايتضايق صله ال شيط
neg,خلص بلا طمع وسم سيطر عقد نهي صلح حدا منى نهي تلق شخص lion heart_suit face_with_tears_of_joy pensive_face
neg,عرف تر unamused_face
neg,الئ رئس سود جدد اذ علئ حق عنك بطل عرف بر frog
neg,هه يرب
neg,ترى رجل يبن تقم صبح سجد سجد نتا باس رجل وذا شغل اقر
neg,كره اعند شخص فضل حسى شعر اني هتم broken_heart
